"","nct_id","trial_title","Conditions","condition","Interventions","intervention_type","Sponsor_Collaborators","Gender","Age_Groups","Enrollment","Start_Date","Completion_Date","title","z","direction","m2"
"664","NCT00473330","A Study of Ranibizumab Injection in Subjects With Clinically Significant Macular Edema (ME) With Center Involvement Secondary to Diabetes Mellitus (RISE)","Diabetes Mellitus|Macular Edema","endocrine and metabolic","Drug: Ranibizumab|Drug: Sham injection","drug","Genentech, Inc.","Both","Adult|Senior",377,"June 2007","October 2010","Percentage of Patients Who Gained ≥ 15 Letters in Their Best Corrected Visual Acuity (BCVA) Score From Baseline at Month 24",4.536,"1",24130
"665","NCT00473382","A Study of Ranibizumab Injection in Subjects With Clinically Significant Macular Edema (ME) With Center Involvement Secondary to Diabetes Mellitus (RIDE)","Diabetes Mellitus|Macular Edema","endocrine and metabolic","Drug: Ranibizumab|Drug: Sham injection","drug","Genentech, Inc.","Both","Adult|Senior",382,"June 2007","October 2009","Percentage of Patients Who Gained ≥ 15 Letters in Their Best Corrected Visual Acuity (BCVA) Score From Baseline at Month 24",4.337,"1",24118
"666","NCT00482612","Study of the Safety and Effectiveness of Esmirtazapine in Participants With Chronic Primary Insomnia (P05706)","Insomnia","mental health","Drug: Esmirtazapine|Drug: Placebo","drug","Merck Sharp & Dohme Corp.","Both","Adult",526,"December 2006","October 2009","Average Total Sleep Time (TST) as Recorded Daily in the Sleep Diary During the 14-day In-treatment Period",3.42,"1",24118
"667","NCT00483652","Study of Fampridine-SR Tablets in Multiple Sclerosis Patients","Multiple Sclerosis","mental health","Drug: Fampridine-SR|Drug: Placebo","drug","Acorda Therapeutics","Both","Adult|Senior",240,"May 2007","April 2008","Responders Based Upon the Timed 25-Foot Walk [T25FW]",6.473,"1",24100
"668","NCT00485836","A Study of the Efficacy and Safety of Ranibizumab Injection in Patients With Macular Edema Secondary to Central Retinal Vein Occlusion (CRUISE)","Macular Edema|Retinal Vein Occlusion","cardiovascular","Drug: Sham injection|Drug: Ranibizumab injection 0.3 mg|Drug: Ranibizumab injection 0.5 mg","drug","Genentech, Inc.","Both","Adult|Senior",392,"July 2007","November 2008","Mean Change From Baseline in Best Corrected Visual Acuity (BCVA) Score at 6 Months",5.931,"1",24107
"669","NCT00486018","A Study of the Efficacy and Safety of Ranibizumab Injection in Patients With Macular Edema Secondary to Branch Retinal Vein Occlusion (BRAVO)","Macular Edema|Retinal Vein Occlusion","cardiovascular","Drug: Ranibizumab injection 0.3 mg|Drug: Ranibizumab injection 0.5 mg|Drug: Sham injection","drug","Genentech, Inc.","Both","Adult|Senior",397,"July 2007","April 2008","Mean Change From Baseline in Best Corrected Visual Acuity (BCVA) Score at 6 Months",6.58,"1",24100
"670","NCT00500656","Subcutaneous Treatment With Icatibant for Acute Attacks of Hereditary Angioedema (HAE)","Hereditary Angioedema","cardiovascular","Drug: Icatibant|Drug: Tranexamic Acid|Drug: Oral Placebo|Drug: S.C. Placebo","drug","Shire","Both","Adult|Senior",85,"March 2005","January 2008","Time to Onset of Symptom Relief.",4.044,"1",24097
"671","NCT00531817","A Study of Tocilizumab in Combination With DMARDs in Patients With Moderate to Severe Rheumatoid Arthritis","Rheumatoid Arthritis","other","Drug: Tocilizumab|Drug: Placebo|Drug: Permitted DMARDs","drug","Hoffmann-La Roche","Both","Adult|Senior",619,"October 2007","August 2009","",5.623,"1",24116
"672","NCT00553358","Neo ALTTO (Neoadjuvant Lapatinib and/or Trastuzumab Treatment Optimisation) Study","Neoplasms, Breast","cancer","Drug: Lapatinib|Biological: Trastuzumab|Drug: Paclitaxel","biolog","GlaxoSmithKline|Breast International Group|SOLTI Breast Cancer Research Group","Female","Adult|Senior",455,"January 2008","May 2010","Number of Participants With Pathological Complete Response (pCR) at the Time of Surgery",3.926,"1",24125
"673","NCT00561821","Efficacy and Safety Study of Org 50081 (Esmirtazapine) in Elderly Participants (P05709)","Insomnia|Sleep Initiation and Maintenance Disorders|Mental Disorders|Dyssomnias|Sleep D","mental health","Drug: Esmirtazapine|Drug: Placebo","drug","Merck Sharp & Dohme Corp.","Both","Adult|Senior",538,"November 2007","June 2008","Average Wake Time After Sleep Onset Measured by Polysomnography",6.066,"1",24102
"674","NCT00567164","Efficacy and Safety of Two Flexible Extended Regimens of BAY86-5300 (SH T00186D) in Comparison With the Conventional Regimen of YAZ","Contraception|Ovulation Inhibition|Contraceptives, Oral","other","Drug: EE20/DRSP (BAY86-5300)|Drug: EE20/DRSP (BAY86-5300)|Drug: EE20/DRSP (YAZ, BAY86-5300)","drug","Bayer","Female","Adult",1887,"October 2007","July 2009","Pearl Index",0.45,"1",24115
"675","NCT00586664","Efficacy and Safety Study of Bepotastine Besilate Ophthalmic Solution in Allergic Conjunctivitis","Allergic Conjunctivitis","other","Drug: Bepreve (bepotastine besilate ophthalmic solution) 1.5%|Drug: placebo comparator|Drug: Bepotastine Besilate Ophthalmic Solution 1.0%","drug","Bausch & Lomb Incorporated","Both","Child|Adult|Se",130,"October 2007","March 2008","Ocular Itching",8.434,"1",24099
"676","NCT00603291","BLOOM-DM: Behavioral Modification and Lorcaserin for Overweight and Obesity Management in Diabetes Mellitus","Obesity","other","Drug: Lorcaserin 10 mg QD|Drug: Lorcaserin 10 mg BID|Drug: Matching Placebo","drug","Arena Pharmaceuticals","Both","Adult",604,"December 2007","April 2008","Co-primary Endpoint- Proportion (%) of Patients Achieving > or = 5% Weight Loss From Baseline to Week 52",5.284,"1",24100
"677","NCT00609466","A Trial to Evaluate CG5503 Efficacy and Safety in Acute Pain After Bunionectomy","Bunionectomy|Pain|Postoperative Pain|Acute Pain","other","Drug: CG5503  IR|Drug: Morphine|Drug: Placebo","drug","Grünenthal GmbH|Johnson & Johnson Pharmaceutical Research & Development, L.L.C.","Both","Adult|Senior",291,"September 2007","July 2011","Sum of Pain Intensity Differences Relative to the Baseline Pain Intensity.",3.988,"1",24139
"678","NCT00611026","Clinical Trial to Evaluate the Efficacy and Safety of Fesoterodine in Comparison to Tolterodine Extended Release(ER)in Patients With Overactive Bladder.","Overactive Bladder","other","Drug: Tolterodine ER|Drug: Placebo|Drug: Fesoterodine","drug","Pfizer","Both","Adult|Senior",2417,"February 2008","June 2008","Change From Baseline in Mean Number of Urgency Urinary Incontinence (UUI) Episodes Per 24 Hours at Week 12",2.689,"1",24102
"679","NCT01037218","Treatment of Erectile Dysfunction II","Erectile Dysfunction","other","Drug: Udenafil|Drug: Placebo","drug","Warner Chilcott","Male","Adult|Senior",601,"September 2009","September 2008","Change in Erectile Function Domain Assessed by International Index of Erectile Function (IIEF)， Baseline to Final Visit/Week 12， mITT (Modified Intent-to-Treat)， LOCF (Last Observation Carried Forward)",3.92,"1",24105
"680","NCT01037244","Treatment of Erectile Dysfunction I","Erectile Dysfunction","other","Drug: Udenafil|Drug: Placebo","drug","Warner Chilcott","Male","Adult|Senior",618,"September 2009","January 2008","Change in Erectile Function Domain Assessed by International Index of Erectile Function (IIEF)， Baseline to Final Visit/Week 12， mITT (Modified Intent-to-Treat)， LOCF (Last Observation Carried Forward)",5.845,"1",24097
"681","NCT01042977","Efficacy and Safety in Patients With Type 2 Diabetes Mellitus and Cardiovascular Disease","Type 2 Diabetes Mellitus|Cardiovascular Disease|Inadequate Glycaemic Control","cardiovascular","Drug: Dapagliflozin|Drug: Placebo","drug","AstraZeneca|Bristol-Myers Squibb","Both","Adult|Senior",964,"March 2010","September 2008","Adjusted Mean Change in HbA1c Levels",8.18,"1",24105
"682","NCT01060072","Evaluation of Loteprednol Etabonate Versus Vehicle for the Treatment of Inflammation and Pain Following Cataract Surgery","Inflammation|Pain","other","Drug: Loteprednol etabonate|Drug: Vehicle of Loteprednol Etabonate","drug","Bausch & Lomb Incorporated","Both","Adult|Senior",407,"February 2010","July 2010","Resolution of Anterior Chamber Cells.",4.253,"1",24127
"683","NCT01074125","A 4-Week Dose-Ranging and Efficacy Trial of KRX-0502 (Ferric Citrate) in Patients With End-Stage Renal Disease","Hyperphosphatemia|End-Stage Renal Disease","endocrine and metabolic","Drug: ferric citrate","drug","Keryx Biopharmaceuticals|Collaborative Study Group (CSG)","Both","Adult|Senior",154,"May 2010","August 2008","Change in Serum Phosphorus From Baseline to End of Treatment",4.247,"1",24104
"684","NCT01080300","Breeze3:Study of Gabapentin Extended Release in the Treatment of Vasomotor Symptoms(Hot Flashes)in Postmenopausal Women","Hot Flashes","endocrine and metabolic","Drug: Gabapentin Extended Release|Drug: Placebo","drug","Depomed","Female","Adult|Senior",600,"August 2010","July 2010","Evaluate Efficacy of G-ER at 1800mg Daily Compared With Placebo in Reducing the Average Daily Frequency of Moderate to Severe Hot Flashes at Weeks 4 & 12 of the Efficacy Treatment Period， Compared With Baseline.",5.466,"1",24127
"685","NCT01101841","24-Week Efficacy & Safety Study of Brisdelle™ (Formerly Known as Mesafem) in the Treatment of Vasomotor Symptoms","Hot Flashes","endocrine and metabolic","Drug: Brisdelle (paroxetine mesylate)|Drug: Placebo capsules","drug","Noven Therapeutics","Female","Adult|Senior",570,"March 2010","May 2008","Mean Change From Baseline in Hot Flash Frequency at Week 4 and Week 12.",4.06,"1",24101
"686","NCT01172938","Efficacy and Safety Study of Apremilast to Treat Active Psoriatic Arthritis","Psoriatic Arthritis","other","Drug: Apremilast|Drug: Placebo","drug","Celgene Corporation","Both","Adult|Senior",504,"June 2010","March 2009","Percentage of Participants With an American College of Rheumatology 20% (ACR20) Response at Week 16",4.004,"1",24111
"687","NCT01217944","Efficacy and Safety of Ranibizumab in Patients With Visual Impairment Due to Choroidal Neovascularization Secondary to Pathologic Myopia","Pathological Myopia","other","Drug: Ranibizumab|Drug: Verteporfin PDT|Drug: Sham Ranibizumab|Drug: Sham verteporfin PDT","drug","Novartis Pharmaceuticals|Novartis","Both","Adult|Senior",277,"October 2010","October 2008","Average Change From Baseline to Month 1 Through Month 3 on Visual Acuity of the Study Eye",3.908,"1",24106
"688","NCT01226459","Clinical Trial in Females for Female Pattern Hair Loss","Androgenetic Alopecia","other","Drug: 5% Minoxidil Topical Foam|Drug: Vehicle Topical Foam","drug","Johnson & Johnson Healthcare Products Division of McNEIL-PPC, Inc.|Johnson & Johnson Consumer and Personal Products Worldwide","Female","Adult|Senior",404,"September 2010","February 2008","Target Area Hair Count",4.459,"1",24098
"689","NCT01232569","A Study of RoActemra/Actemra (Tocilizumab) Given Subcutaneously in Combination With Traditional DMARDs in Patients With Moderate to Severe Active Rheumatoid Arthriti","Rheumatoid Arthritis","other","Drug: Tocilizumab 162 mg|Drug: Placebo","drug","Hoffmann-La Roche","Both","Adult|Senior",656,"March 2011","June 2008","Percentage of Patients With an American College of Rheumatology 20 (ACR20) Response at Week 24",7.709,"1",24102
"690","NCT01271712","Study of Regorafenib as a 3rd-line or Beyond Treatment for Gastrointestinal Stromal Tumors (GIST)","Gastrointestinal Stromal Tumors","cancer","Drug: Regorafenib (Stivarga, BAY73-4506)|Drug: Placebo|Drug: Best supportive care","drug","Bayer","Both","Adult|Senior",199,"January 2011","October 2008","Progression-free Survival",6.975,"1",24106
"691","NCT01361308","Efficacy/Safety Study of Brisdelle™ (Formerly Known as Mesafem) in the Treatment of Vasomotor Symptoms (VMS)","Postmenopausal Symptoms","endocrine and metabolic","Drug: Brisdelle (paroxetine mesylate)|Drug: Placebo capsules","drug","Noven Therapeutics","Female","Adult|Senior",614,"May 2011","April 2008","Mean Change in Frequency of Moderate to Severe VMS From Baseline at Week 4 and Week 12.",3.833,"1",24100
"692","NCT01479764","Study of Sugammadex Versus Usual Care on Incidence of Residual Blockade at Post Anesthesia Care Unit Admission (P07981)","Surgical Procedures, Elective","other","Drug: Sugammadex|Drug: Neostigmine|Drug: Glycopyrrolate","drug","Merck Sharp & Dohme Corp.","Both","Adult|Senior",154,"December 2011","January 2008","Incidence of Residual Neuromuscular Blockade (NMB) as Defined by a Train-of-Four (TOF) Ratio <0.9 at Post Anesthesia Care Unit (PACU) Entry",7.634,"1",24097
"693","NCT01592851","Clinical Efficacy of a Toothpaste in Providing Relief From the Pain of Dentinal Hypersensitivity","Dentine Hypersensitivity","other","Drug: Stannous Fluoride|Drug: Sodium Monofluorophosphate","drug","GlaxoSmithKline","Both","Adult",113,"April 2012","June 2008","Change From Baseline in Evaporative Air Sensitivity Pain Response on a Schiff Sensitivity Scale at Day 14",8.134,"1",24102
"694","NCT01592864","The Efficacy of a Dentifrice in Providing Relief From the Pain of Dentinal Hypersensitivity","Dentine Hypersensitivity","other","Drug: Stannous Fluoride|Drug: Sodium Monofluorophosphate","drug","GlaxoSmithKline","Both","Adult",120,"March 2012","August 2009","Mean Change From Baseline in Evaporative Air Sensitivity Pain Response on a Schiff Sensitivity Scale at Week 8",3.92,"1",24116
"695","NCT01607411","A Clinical Study to Evaluate Experimental Children's Toothpastes in an In-Situ Caries Model","Dental Caries","other","Drug: Fluoride|Drug: Placebo","drug","GlaxoSmithKline","Both","Child",55,"February 2012","January 2008","Percentage Surface Microhardness Recovery of Test Dentifrices Relative to Placebo Dentifrice",5.506,"1",24097
"696","NCT01641237","Effect of Fluoride in a Dentifrice on Remineralization of Erosive Lesions","Enamel Erosion","other","Drug: sodium fluoride|Drug: no added fluoride in a silica base","drug","GlaxoSmithKline","Both","Adult",72,"March 2012","April 2009","Percentage Surface Microhardness Recovery (%SMHR) Dose Response Relationship",5.034,"1",24112
"697","NCT01998880","CLL11: A Study of Rituximab With Chlorambucil or Chlorambucil Alone in Patients With Previously Untreated Chronic Lymphocytic Leukemia (Stage 1b)","Lymphocytic Leukemia, Chronic","cancer","Drug: obinutuzumab|Drug: rituximab|Drug: chlorambucil","drug","Hoffmann-La Roche|German CLL Study Group|Genentech, Inc.","Both","Adult|Senior",787,"December 2009","May 2008","Progression-free Survival (PFS)",7.013,"1",24101
"698","NCT00649389","Safety and Efficacy Study of a Triple Combination Therapy in Subjects With Hypertension","Hypertension","cardiovascular","Drug: Olmesartan medoxomil|Drug: Amlodipine|Drug: Hydrochlorothiazide","drug","Daiichi Sankyo Inc.","Both","Adult|Senior",2500,"May 2008","May 2008","Change From Baseline to Week 12 in Seated Diastolic Blood Pressure (SeDBP).",6.594,"1",24101
"699","NCT00655356","Safety and Efficacy Study of Isolagen Therapy in the Treatment of Nasolabial Fold Wrinkles","Bilateral Nasolabial Fold Wrinkles","other","Biological: Autologous Human Fibroblasts (azficel-T)|Biological: Placebo","biolog","Fibrocell Technologies, Inc.","Both","Adult|Senior",218,"November 2006","August 2008","Subject Wrinkle Assessment Responders",4.652,"1",24104
"700","NCT00675792","Comparison of Sugammadex Administered at 1-2 Post Tetanic Counts (PTCs) or Better With Neostigmine Administered as Per Standard of Care to Reverse Rocuronium-Induced","Anesthesia","mental health","Drug: Sugammadex|Drug: Neostigmine|Drug: Rocuronium","drug","Merck Sharp & Dohme Corp.","Both","Adult",100,"May 2008","December 2008","Residual Neuromuscular Blockade Evidenced by T4/T1 Ratio at the Time of Tracheal Extubation",5.832,"1",24108
"701","NCT00697515","Safety and Efficacy Workplace Environment Study of Lisdexamfetamine Dimesylate (LDX) in Adults With Attention-Deficit Hyperactivity Disorder (ADHD)","ADHD","mental health","Drug: LDX|Drug: Placebo","drug","Shire","Both","Adult",142,"July 2008","February 2008","Permanent Product Measure of Performance (PERMP) Total Score Over the Treatment Day in the Crossover Phase",5.88,"1",24098
"702","NCT00705432","Safety and Efficacy of Boceprevir in Previously Untreated Subjects With Chronic Hepatitis C Genotype 1 (Study P05216AM2) (COMPLETED)","Hepatitis C, Chronic","other","Biological: Peginterferon alfa-2b (PEG)|Drug: Ribavirin (RBV)|Drug: Placebo|Drug: Boceprevir","biolog","Merck Sharp & Dohme Corp.","Both","Adult|Senior",1472,"August 2008","October 2008","Sustained Virologic Response (SVR) Rate",6.951,"1",24106
"703","NCT00705783","Intramuscular Depot Formulation of Aripiprazole as Maintenance Treatment in Patients With Schizophrenia","Schizophrenia","mental health","Drug: Aripiprazole depot|Drug: Placebo depot","drug","Otsuka Pharmaceutical Development & Commercialization, Inc.","Both","Adult",843,"July 2008","June 2009","Time to Exacerbation of Psychotic Symptoms/Impending Relapse",6.796,"1",24114
"704","NCT00707057","Ibuprofen Extended-Release Dental Pain Study","Pain|Post-Operative Pain|Third Molar Extraction","other","Drug: Ibuprofen 600 mg Extended-Release Tablets|Drug: Placebo","drug","SCOLR Pharma, Inc.|AAIPharma|Jean Brown Research","Both","Child|Adult",256,"June 2008","June 2009","Analgesic Efficacy， as Measured by the Sum of Pain Intensity Differences (SPID) Scale",8.032,"1",24114
"705","NCT00708500","Boceprevir in Subjects With Chronic Hepatitis C Genotype 1 Who Failed Prior Treatment With Peginterferon/Ribavirin (Study P05101AM3)(COMPLETED)","Hepatitis C, Chronic","other","Drug: Boceprevir (SCH 503034)|Biological: Pegylated interferon alfa-2b (SCH 54031)|Drug: Ribavirin (SCH 18908)|Drug: Boceprevir placebo","biolog","Merck Sharp & Dohme Corp.","Both","Adult|Senior",404,"August 2008","November 2008","Sustained Virologic Response (SVR) Rate in the Full Analysis Set (FAS) Population.",6.265,"1",24107
"706","NCT00725985","Oral Cladribine in Early Multiple Sclerosis (MS)","Multiple Sclerosis","mental health","Drug: Cladribine|Drug: Cladribine|Drug: Placebo|Drug: Rebif® new formulation (RNF)","drug","EMD Serono","Both","Adult",617,"December 2008","March 2009","Time to Clinically Definite Multiple Sclerosis (CDMS) Conversion Represented by Kaplan-Meier Estimates of the Cumulative Percentage of Participants With CDMS",4.428,"1",24111
"707","NCT00727857","Efficacy and Safety of Pioglitazone and Metformin Combination Therapy in Treating Type 2 Diabetes Mellitus.","Diabetes Mellitus","endocrine and metabolic","Drug: Pioglitazone and metformin|Drug: Pioglitazone|Drug: Metformin","drug","Takeda","Both","Adult|Senior",600,"June 2007","August 2008","Percent Change From Baseline in Glycosylated Hemoglobin",4.682,"1",24104
"708","NCT00730015","Trial of Linaclotide in Patients With Chronic Constipation","Chronic Constipation","other","Drug: Matching Placebo|Drug: Linaclotide","drug","Ironwood Pharmaceuticals, Inc.|Forest Laboratories","Both","Adult|Senior",643,"August 2008","May 2008","Complete Spontaneous Bowel Movement (CSBM) Overall Responder",4.905,"1",24101
"709","NCT00742391","A Multicenter Study to Evaluate the Efficacy and Safety of PEP005 (Ingenol Mebutate) Gel When Used to Treat Actinic Keratoses (AKs) on the Non Head Locations","Actinic Keratoses","other","Drug: PEP005 (ingenol mebutate) Gel|Drug: Vehicle gel","drug","Peplin","Both","Adult|Senior",255,"September 2008","February 2010","Patients With Complete Clearance of Actinic Keratosis (AKs)",5.244,"1",24122
"710","NCT00748098","Polysomnography Study of GSK1838262 Extended Release Tablets Versus Placebo in RLS and Associated Sleep Disturbance","Restless Legs Syndrome|Restless Legs Syndrome (RLS)","mental health","Drug: GSK1838262 Extended Release Tablets|Drug: Placebo","drug","XenoPort, Inc.","Both","Adult|Senior",136,"October 2008","April 2008","Adjusted Mean Change From Baseline in Wake Time During Sleep (WTDS) at Week 4/10 Measured by Polysomnography (PSG) (Sleep Study) Using Last Observation Carried Forward (LOCF)",5.286,"1",24100
"711","NCT00751179","Rocuronium Plus Sugammadex Versus Succinylcholine Alone in Participants Undergoing Short Surgical Procedures (19.4.319)(P05700 AM2)(COMPLETED)","Neuromuscular Blockade","mental health","Drug: rocuronium|Drug: sugammadex|Drug: succinylcholine","drug","Merck Sharp & Dohme Corp.","Both","Adult|Senior",161,"November 2008","April 2011","Change From Baseline in Plasma Potassium Levels at 5 Minutes After Treatment With Rocuronium or Succinylcholine",6.032,"1",24136
"712","NCT00751881","An Efficacy Study of Teriflunomide in Patients With Relapsing Multiple Sclerosis","Multiple Sclerosis","mental health","Drug: Placebo (for teriflunomide)|Drug: Teriflunomide","drug","Sanofi","Both","Adult",1169,"August 2008","December 2011","Annualized Relapse Rate (ARR): Poisson Regression Estimate",3.805,"1",24144
"713","NCT00758498","Study of the Effect of Armodafinil Treatment in Healthy Subjects With Excessive Sleepiness Associated With Jet Lag Disorder","Excessive Sleepiness","mental health","Drug: armodafinil|Drug: armodafinil|Drug: placebo","drug","Cephalon|Teva Pharmaceutical Industries","Both","Adult",427,"September 2008","October 2008","Mean Sleep Latency (Minutes) From the Multiple Sleep Latency Test (MSLT)- Average of Four Scheduled Naps Across Days 1 and 2",7.017,"1",24106
"714","NCT01006980","A Study of RO5185426 in Comparison With Dacarbazine in Previously Untreated Patients With Metastatic Melanoma (BRIM 3)","Malignant Melanoma","cancer","Drug: RO5185426|Drug: dacarbazine","drug","Hoffmann-La Roche","Both","Adult|Senior",677,"January 2010","May 2009","Overall Survival",4.916,"1",24113
"715","NCT01019694","Combivent Respimat 1-year Safety Study in Patients With Chronic Obstructive Pulmonary Disease","Pulmonary Disease, Chronic Obstructive","respiratory","Drug: Combivent CFC-MDI|Drug: Combivent Respimat 20/100 mcg|Drug: Atrovent HFA 42 mcg + Albuterol HFA 200 mcg","drug","Boehringer Ingelheim","Both","Adult|Senior",470,"November 2009","October 2009","Performance Domain Score From the Patient Satisfaction and Preference Questionnaire (PASAPQ) at Week 48",5.241,"1",24118
"716","NCT01031680","Efficacy and Safety in Patients With Type 2 Diabetes Mellitus, Cardiovascular Disease and Hypertension","Type 2 Diabetes Mellitus|Cardiovascular Disease|Hypertension|Inadequate Glycaemic Contr","cardiovascular","Drug: Dapagliflozin|Drug: Placebo","drug","AstraZeneca|Bristol-Myers Squibb","Both","Adult|Senior",922,"February 2010","January 2010","Adjusted Mean Change in HbA1c Levels",9.725,"1",24121
"717","NCT00853970","Efficacy Study of Bromfenac Ophthalmic Solution in Patients Undergoing Cataract Surgery","Pain|Inflammation","other","Drug: Bromfenac Ophthalmic Solution|Drug: Placebo Comparator","drug","Bausch & Lomb Incorporated","Both","Adult|Senior",299,"February 2009","September 2009","Summed Ocular Inflammation Score (SOIS) of Zero",4.016,"1",24117
"718","NCT01370525","Efficacy of Esomeprazole in Patients With Frequent Heartburn","Heartburn","other","Drug: Esomeprazole","drug","AstraZeneca","Both","Adult|Senior",340,"August 2011","May 2011","Percentage of Heartburn Free 24 Hour Days During 14 Days of Randomized Treatment",3.928,"1",24137
"719","NCT00868699","Lurasidone - A 6-week Study of Patients With Bipolar I Depression (Monotherapy)","Bipolar Depression","mental health","Drug: lurasidone|Drug: lurasidone|Drug: Placebo","drug","Sunovion","Both","Adult|Senior",505,"April 2009","September 2008","Mean Change From Baseline in the Montgomery-Asberg Depression Rating Scale (MADRS) Total Score at Endpoint (Week 6)",3.9316,"1",24105
"720","NCT00548340","VEC-162 Study in Adult Patients With Primary Insomnia","Primary Insomnia","mental health","Drug: VEC-162 20 mg|Drug: Placebo|Drug: VEC-162 50 mg","drug","Vanda Pharmaceuticals","Both","Adult",322,"November 2007","March 2008","Average Change From Baseline - Latency to Persistent Sleep (LPS)",3.943,"1",24099
"721","NCT00855582","A Study in the Treatment of Erectile Dysfunction and Benign Prostate Hyperplasia","Erectile Dysfunction|Benign Prostatic Hyperplasia","other","Drug: Tadalafil|Drug: Placebo","drug","Eli Lilly and Company","Male","Adult|Senior",606,"March 2009","April 2009","Change From Baseline in Total International Prostate Symptom Score (IPSS) at Week 12 Endpoint (5 mg)",3.9655,"1",24112
"722","NCT00826280","Caffeine's Effect on Regadenoson Administration With Single Photon Emission Computed Tomography (SPECT) Myocardial Perfusion Imaging (MPI)","Coronary Artery Disease (CAD)","cardiovascular","Drug: regadenoson|Drug: overencapsulated caffeine|Radiation: technetium|Drug: placebo","drug","Astellas Pharma Inc","Both","Adult|Senior",347,"March 2009","September 2009","Change in Number of Reversible Defects",3.9676,"1",24117
"723","NCT00890721","Study of Pain Control in Hemorrhoidectomy","Hemorrhoid","other","Drug: SKY0402|Drug: Placebo","drug","Pacira Pharmaceuticals, Inc","Both","Adult|Senior",189,"May 2009","July 2009","The Area Under the Curve (AUC) of the Numeric Rating Scale at Rest (NRS-R) Pain Intensity Scores Through 72 Hours for Subjects Receiving SKY0402 vs. Placebo.",3.9722,"1",24115
"724","NCT01001208","The Efficacy and Safety of Adding Methotrexate to Etanercept in Psoriasis","Psoriasis","other","Drug: Methotrexate|Drug: Etanercept|Drug: Placebo","drug","Amgen|Immunex Corporation","Both","Adult|Senior",478,"November 2009","July 2008","PASI 75 Response at Week 24",4.0004,"1",24103
"725","NCT00789373","A Study of Induction and Maintenance Treatment of Advanced Non-squamous Non-Small Cell Lung Cancer","Non-Small Cell Lung Cancer","cancer","Drug: Pemetrexed|Drug: Cisplatin|Drug: Placebo|Drug: Pemetrexed|Other: Best Supportive Care","drug","Eli Lilly and Company","Both","Adult|Senior",939,"November 2008","July 2008","Investigator-assessed Objective Progression-free Survival (PFS)",4.0128,"1",24103
"726","NCT00818883","Efficacy and Safety of Azilsartan Medoxomil and Chlorthalidone in Participants With Moderate to Severe Hypertension","Essential Hypertension","cardiovascular","Drug: Azilsartan medoxomil and chlorthalidone|Drug: Azilsartan medoxomil and hydrochlorothiazide","drug","Takeda","Both","Adult|Senior",609,"February 2009","March 2009","Change From Baseline in Trough， Sitting， Clinic Systolic Blood Pressure",4.0652,"1",24111
"727","NCT00824473","A Study to Evaluate the Safety and Effectiveness of a Nasal Spray to Treat Seasonal Allergies","Seasonal Allergic Rhinitis","other","Drug: Placebo|Drug: 0.15% azelastine hydrochloride","drug","Meda Pharmaceuticals","Both","Child|Adult|Se",506,"December 2008","October 2008","Change From Baseline in 12-hour Reflective Total Nasal Symptom Score(rTNSS)for the Entire 14-day Study Period Compared to Placebo (AM and PM Combined)at 14 Days",4.0701,"1",24106
"728","NCT00736879","Safety and Efficacy of Dapagliflozin as Monotherapy in Subjects With Type 2 Diabetes","Type 2 Diabetes Mellitus","endocrine and metabolic","Drug: Dapagliflozin|Drug: Placebo","drug","Bristol-Myers Squibb|AstraZeneca","Both","Adult|Senior",497,"September 2008","May 2009","Adjusted Mean Change From Baseline in Hemoglobin A1c (HbA1c) at Week 24 Last Observation Carried Forward (LOCF) - All Randomized Participants",4.1268,"1",24113
"729","NCT00960440","Study of CP-690,550 Versus Placebo In Rheumatoid Arthritis Patients On Background Methotrexate With Inadequate Response To Tumor Necrosis Factor (TNF) Inhibitors","Arthritis, Rheumatoid","other","Drug: CP-690,550|Drug: CP-690,550|Drug: Placebo|Drug: CP-690,550|Drug: Placebo|Drug: CP-690,550","drug","Pfizer","Both","Adult|Senior",399,"October 2009","March 2011","Percentage of Participants Achieving American College of Rheumatology 20% (ACR20) Response at Month 3",4.1344,"1",24135
"730","NCT00844649","Phase III Study of ABI-007(Albumin-bound Paclitaxel) Plus Gemcitabine Versus Gemcitabine in Metastatic Adenocarcinoma of the Pancreas","Metastatic Pancreatic Cancer","cancer","Drug: Albumin-bound paclitaxel|Drug: Gemcitabine","drug","Celgene Corporation","Both","Adult|Senior",861,"May 2009","August 2011","Overall Survival (OS)",4.1706,"1",24140
"731","NCT00122382","Remission and Joint Damage Progression in Early Rheumatoid Arthritis","Rheumatoid Arthritis","other","Drug: Abatacept|Drug: placebo|Drug: methotrexate","drug","Bristol-Myers Squibb","Both","Adult|Senior",1052,"July 2005","June 2010","",4.174,"1",24126
"732","NCT00789828","Efficacy and Safety of Everolimus (RAD001) in Patients of All Ages With Subependymal Giant Cell Astrocytoma Associated With Tuberous Sclerosis Complex (TSC)(EXIST-1)","Tuberous Sclerosis|Subependymal Giant Cell Astrocytoma","other","Drug: Everolimus|Drug: Placebo","drug","Novartis Pharmaceuticals|Novartis","Both","Child|Adult|Se",118,"August 2009","June 2010","Subependymal Giant Cell Astrocytomas (SEGA) Response Rate",4.1893,"1",24126
