"","nct_id","trial_title","Conditions","condition","Interventions","intervention_type","Sponsor_Collaborators","sponsor_class","fda.drug","fda.device","Gender","min.age","max.age","Enrollment","Start_Date","Completion_Date","title","p","p.desc","method","param.value","param.type","ci","ci.side","ci.l","ci.u"
"1811","NCT00765830","Safety and Tolerability of Vildagliptin Versus Placebo in Patients With Type 2 Diabetes and Moderate or Severe Renal Insufficiency (28 Week Extension)","Diabetes Mellitus, Type 2",0,"vildagliptin","Drug","Novartis","Industry",0,0,"All","18 Years","85 Years","349","September 2008","April 2011","To evaluate the safety and tolerability in patients with T2DM and moderate or severe renal insufficiency over 52 weeks of treatment","0","0","0","0","0","0","0","0","0"
"1812","NCT00765856","Open-Label Safety and Tolerability of Oxymorphone IR and ER in Opioid Tolerant Pediatric Subjects","Chronic Pain",0,"Oxymorphone IR - Opioid","Drug","Endo Pharmaceuticals","Industry",0,0,"All","6 Years","17 Years","27","October 2008","February 2010","Change in pain intensity from baseline to last assessment using the FPS-R.","0","0","0","0","0","0","0","0","0"
"1813","NCT00765999","An Open-Label, Long-Term Safety Study of Linaclotide in Patients With Chronic Constipation or Irritable Bowel Syndrome With Constipation","Chronic Constipation",0,"Linaclotide 300 micrograms","Drug","Forest Laboratories","Industry",0,0,"All","18 Years","N/A","1557","October 2008","January 2012","Safety will be assessed descriptively by summarizing AEs, clinical laboratory test results, vital sign measurements, and ECG measurements.","0","0","0","0","0","0","0","0","0"
"1814","NCT00766493","GORE® Embolic Filter in Carotid Stenting for High Risk Surgical Subjects (EMBOLDEN)","Carotid Artery Stenosis",0,"GORE® Embolic Filter","Device","W.L.Gore & Associates","Industry",0,0,"All","18 Years","N/A","250","January 2009","July 2010","Composite Major Adverse Event (MAE) Rate of Death, Myocardial Infarction, and Stroke at 30 Days Postprocedure","0.0001","Reject H0 if z<-1.96, or 1-sided p<0.025.","One Sample Binomial","0.043","Proportion","95","2-Sided","0.021","0.077"
"1815","NCT00766688","Evaluation of Safety and Efficacy of AVE5530 as add-on to Ongoing High Doses of Statins in Patients With Primary Severe Hypercholesterolemia","Hypercholesterolemia",0,"AVE5530","Drug","Sanofi","Industry",0,0,"All","18 Years","N/A","643","October 2008","April 2009","Percent change from baseline in calculated LDL-C","0","0","0","0","0","0","0","0","0"
"1816","NCT00767325","A Rheumatoid Arthritis Study to Assess Early Response to Abatacept+MTX as Defined by Improvement of Synovitis Measures by Power Doppler Ultrasonography","Rheumatoid Arthritis",0,"Abatacept","Drug","Bristol-Myers Squibb","Industry",0,0,"All","18 Years","N/A","104","December 2008","October 2011","Mean Change From Baseline in Global Power Doppler Ultrasonography (PDUS) Score Assessing the Metacarpophalangeal (MCP) 2-5 Joints of Both Hands (LOCF Analysis)","0","0","0","-0.7","Mean Difference (Final Values)","95","2-Sided","-1.2","-0.1"
"1817","NCT00767481","1 Year Study Trav/Brinz QD Fixed Combination Versus COSOPT","Glaucoma",0,"Travoprost/Brinzolamide","Drug","Alcon Research","Industry",0,0,"All","18 Years","N/A","6","October 2008","February 2009","Mean IOP","0","0","0","0","0","0","0","0","0"
"1818","NCT00767494","Travoprost/Brinzolamide Fixed Combination Versus Travatan and Versus AZOPT","Glaucoma",0,"Travoprost/Brinzolamide fixed combination","Drug","Alcon Research","Industry",0,0,"All","18 Years","N/A","17","October 2008","February 2009","Mean IOP","0","0","0","0","0","0","0","0","0"
"1819","NCT00767806","A Study for Patient With Chronic Low Back Pain","Chronic Low Back Pain",0,"Duloxetine","Drug","Eli Lilly and Company","Industry",0,0,"All","18 Years","N/A","401","September 2008","July 2009","Change From Baseline to 12 Weeks in Brief Pain Inventory 24-hour Average Pain Score","0.001","0","Mixed Models Analysis","0","0","0","0","0","0"
"1820","NCT00768287","Study of Recombinant Factor IX Product, IB1001, in Subjects With Hemophilia B","Hemophilia B",0,"IB1001 (On-Demand)","Biological","Aptevo BioTherapeutics","Industry",0,0,"Male","5 Years","N/A","77","January 2009","November 2011","degree of hemorrhage control by treatment regimen","0","0","0","0","0","0","0","0","0"
"1821","NCT00768300","(ARTEMIS-IPF) Randomized, Placebo-Controlled Study to Evaluate Safety and Effectiveness of Ambrisentan in IPF","Idiopathic Pulmonary Fibrosis",0,"Ambrisentan","Drug","Gilead Sciences","Industry",0,0,"All","40 Years","80 Years","494","December 2008","February 2011","Time to Death or Disease (IPF) Progression.","0.010","P-value was based on a stratified log-rank test with strata of baseline presence of pulmonary hypertension and whether a surgical lung biopsy was performed with definite or probable usual interstitial pneumonia (UIP) based on core pathology review.","Log Rank","1.74","Hazard Ratio (HR)","95","2-Sided","1.14","2.66"
"1822","NCT00768482","A Bioavailability and Safety Study of Probuphine Versus Sublingual Buprenorphine in Patients With Opioid Dependence","Opioid Dependence",0,"Probuphine (buprenorphine implant)","Drug","Braeburn Pharmaceuticals","Industry",0,0,"All","18 Years","75 Years","9","September 2008","December 2008","Plasma BPN AUC(0-24)during 24 hours at steady state.","0","0","0","0","0","0","0","0","0"
"1823","NCT00769314","Phase 3 Clinical Study for the Treatment of Cold Sore","Herpes Labialis",0,"Acyclovir Lauriad","Drug","Onxeo","Industry",0,0,"All","18 Years","N/A","1727","May 2007","November 2008","Time to Healing (TTH) of Vesicular Primary Lesion","0.0419","p-value < 0.05 considered significant","Chi-squared","0.0685","Treatment difference","95","2-Sided","0.0025","0.1339"
"1824","NCT00769886","Ketotifen/Naphazoline Ophthalmic Solution in the Conjunctival Allergen Challenge Model of Allergic Conjunctivitis.","Allergic Conjunctivitis",0,"Ketotifen/naphazoline","Drug","Bausch & Lomb Incorporated","Industry",0,0,"All","6 Years","N/A","144","October 2008","December 2008","Ocular itching","0","0","0","0","0","0","0","0","0"
"1825","NCT00770029","IncobotulinumtoxinA (Xeomin) Versus Placebo in the Treatment of Glabellar Frown Lines No. 2","Moderate to Severe Glabellar Frown Lines",0,"IncobotulinumtoxinA (Xeomin) (20 Units)","Drug","Merz Pharmaceuticals GmbH","Industry",0,0,"All","18 Years","N/A","276","October 2008","March 2009","Composite Endpoint Treatment Success (CETS) Constituted by 2 Variables: 2-point Responders at Maximum Frown (Frown as Much as Possible) at Day 30 by Investigator's Rating on Facial Wrinkle Scale (FWS) and by Patient's Assessment on 4-point Scale","<0.0001","0","Fisher Exact","0.60","Difference response rate","95","2-Sided","0.52","0.68"
"1826","NCT00770081","Safety and Tolerability of Vildagliptin Versus Sitagliptin in Patients With Type 2 Diabetes and Severe Renal Insufficiency (28-week Extension Study)","Diabetes Mellitus, Type 2",0,"vildagliptin","Drug","Novartis","Industry",0,0,"All","18 Years","85 Years","75","September 2008","April 2011","Assessment of treatment emergent adverse events (including hypoglycemia events and other events of special interest)","0","0","0","0","0","0","0","0","0"
"1827","NCT00770133","Ketotifen/Naphazoline Ophthalmic Solution in the Conjunctival Allergen Challenge Model of Acute Allergic Conjunctivitis.","Allergic Conjunctivitis",0,"Ketotifen/naphazoline","Drug","Bausch & Lomb Incorporated","Industry",0,0,"All","6 Years","N/A","133","February 2010","April 2010","Ocular itching","0","0","0","0","0","0","0","0","0"
"1828","NCT00770146","Safety and Efficacy of Mipomersen (ISIS 301012) As Add-on Therapy in High Risk Hypercholesterolemic Patients","Hypercholesterolemia",0,"Mipomersen sodium","Drug","Kastle Therapeutics, LLC","Industry",0,0,"All","18 Years","N/A","158","November 2008","May 2010","Percent Change From Baseline in Low-density Lipoprotein Cholesterol (LDL-C) at the Primary Efficacy Time Point","<0.001","Statistical significance was concluded if p ≤ 0.05.","Wilcoxon (Mann-Whitney)","0","0","0","0","0","0"
"1829","NCT00770211","IncobotulinumtoxinA (Xeomin) Versus Placebo in the Treatment of Glabellar Frown Lines","Moderate to Severe Glabellar Frown Lines",0,"IncobotulinumtoxinA (Xeomin) (20 Units)","Drug","Merz Pharmaceuticals GmbH","Industry",0,0,"All","18 Years","N/A","271","October 2008","March 2009","Composite Endpoint Treatment Success (CETS) Constituted by 2 Variables: 2-point Responders at Maximum Frown (Frown as Much as Possible) at Day 30 by Investigator's Rating on the Facial Wrinkle Scale and the Patient's Assessment on 4-point Scale","<0.0001","0","Fisher Exact","0.48","Difference response rate","95","2-Sided","0.40","0.56"
"1830","NCT00770315","Efficacy and Long-Term Safety of Ragweed (Ambrosia Artemisiifolia) Sublingual Tablet (SCH 39641) in Adults With a History of Ragweed-Induced Rhinoconjunctivitis With or Without Asthma (Study P05234)","Rhinitis, Allergic",0,"Ambrosia artemisiifolia allergen extract (Amb a 1-U)","Biological","ALK-Abelló A/S","Industry",0,0,"All","18 Years","50 Years","784","September 2009","May 2011","Combined (Sum of) Rhinoconjunctivitis Daily Symptom Score (DSS) and Daily Medication Score (DMS) Averaged Over the Peak Ragweed Season (RS)","0.2192","0","ANOVA","-0.76","Mean Difference (Final Values)","95","2-Sided","-1.98","0.45"
"1831","NCT00770510","A Phase II/III Study of SEP-190 (Eszopiclone) in Patients With Primary Insomnia (Study 190-126)","Primary Insomnia",0,"Eszopiclone 1 mg","Drug","Eisai Co., Ltd.","Industry",0,0,"All","21 Years","64 Years","192","September 2008","May 2010","Latency To Persistent Sleep (LPS)","0","0","0","0","0","0","0","0","0"
"1832","NCT00770653","Efficacy of Pioglitazone/Metformin Combination Therapy in Subjects With Type 2 Diabetes Mellitus and Dyslipidemia.","Diabetes Mellitus",0,"Pioglitazone and Metformin","Drug","Takeda","Industry",0,0,"All","18 Years","75 Years","305","April 2007","May 2009","The Mean Increase From Baseline in High-Density Lipoprotein Cholesterol.","0.0018","0","ANCOVA","3.2670","Mean Difference (Final Values)","95","2-Sided","1.2264","5.3076"
"1833","NCT00770952","Efficacy of Pioglitazone and Glimepiride Combination Therapy in Treating Subjects With Type 2 Diabetes Mellitus.","Diabetes Mellitus",0,"Pioglitazone and Glimepiride","Drug","Takeda","Industry",0,0,"All","30 Years","75 Years","91","December 2006","December 2008","Change from Baseline in Homeostatic Model Assessment - Beta cell.","0","0","0","0","0","0","0","0","0"
"1834","NCT00771251","A Safety and Efficacy Study of Golimumab (CNTO148) in Patients With Active Rheumatoid Arthritis (RA)","Rheumatoid Arthritis",0,"CNTO 148","Drug","Janssen Pharmaceutical K.K.","Industry",0,0,"All","20 Years","74 Years","311","May 2008","October 2011","ACR 20% response","0","0","0","0","0","0","0","0","0"
"1835","NCT00771758","Tapentadol IR vs Oxycodone IR vs Placebo in Acute Pain From Vertebral Compression Fracture Associated With Osteoporosis","Back Pain",0,"oxycodone IR","Drug","Ortho-McNeil Janssen Scientific Affairs, LLC","Industry",0,0,"All","50 Years","85 Years","108","September 2008","December 2009","Sum of Pain Intensity Difference Over 3 Days (SPID72)","0","0","0","0","0","0","0","0","0"
"1836","NCT00772031","NINDS CRC Chronic Migraine Treatment Trial","Chronic Migraine",0,"propranolol LA","Drug","Anne Lindblad","Industry",0,0,"All","18 Years","N/A","191","October 2008","September 2010","Change in the Number of Moderate to Severe Headache Days Within a 28 Day Average Period in Six Months Compared to Baseline","0.77","0","ANCOVA","0.3","Mean Difference (Net)","95","2-Sided","-1.8","2.4"
"1837","NCT00772109","Study of Fluzone Vaccine Administered by Intradermal Route in Comparison With Standard Fluzone® in Adults","Orthomyxoviridae Infection",0,"Influenza Virus Vaccine USP Trivalent Types A and B","Biological","Sanofi Pasteur, a Sanofi Company","Industry",0,0,"All","18 Years","64 Years","4292","October 2008","May 2009","Geometric Mean Titers (GMTs) at Baseline and Post-vaccination With Either Fluzone Intradermal or Fluzone Intramuscular Vaccines","0","0","0","0","0","0","0","0","0"
"1838","NCT00772174","Efficacy and Safety Study of Pioglitazone Combined With Metformin on Metabolic Syndrome in Subjects With Type 2 Diabetes","Diabetes Mellitus",0,"Pioglitazone and Metformin","Drug","Takeda","Industry",0,0,"All","35 Years","75 Years","418","January 2007","February 2008","Increase in High-Density Lipoprotein cholesterol levels.","0","0","0","0","0","0","0","0","0"
"1839","NCT00772382","Study of MCI-196 in Chronic Kidney Disease Stage V Subjects on Dialysis With Hyperphosphatemia","Chronic Kidney Disease",0,"MCI-196","Drug","Mitsubishi Tanabe Pharma Corporation","Industry",0,0,"All","18 Years","N/A","116","December 2008","August 2010","Number of Adverse Events (AE)","0","0","0","0","0","0","0","0","0"
"1840","NCT00772447","China Registration Study in Patients With Skin Infections","Skin Diseases",0,"Daptomycin","Drug","AstraZeneca","Industry",0,0,"All","18 Years","75 Years","265","September 2008","September 2010","Change of Erythrocyte Volume Fraction(Percentage of Erythrocyte Volume in Total Volume of Blood)","0","0","0","0","0","0","0","0","0"
"1841","NCT00772603","Evaluation of Efficacy and Safety of OXC XR as Adjunctive Therapy for Partial Seizures","Epilepsies, Partial",0,"Placebo","Drug","Supernus Pharmaceuticals, Inc.","Industry",0,0,"All","18 Years","65 Years","366","November 2008","April 2010","PCH(T), ITT","=0.003","P values reported are not adjusted for multiple comparisons. To preserve the overall Type I error-rate at 0.050, a step-up Hochberg procedure was used for the pair-wise comparisons.","Wilcoxon (Mann-Whitney)","-18.30","Median Difference (Net)","95","2-Sided","-30.40","-5.80"
"1842","NCT00772785","Study of Probuphine in Patients With Opioid Dependence","Opioid Dependency",0,"Probuphine (buprenorphine implant)","Drug","Braeburn Pharmaceuticals","Industry",0,0,"All","18 Years","65 Years","16","September 2008","February 2009","Number of adverse events","0","0","0","0","0","0","0","0","0"
"1843","NCT00772980","Efficacy, Safety and Tolerability of Neramexane in Comparison to Placebo in Patients With Subjective Tinnitus","Subjective Tinnitus",0,"Neramexane mesylate","Drug","Merz Pharmaceuticals GmbH","Industry",0,0,"All","18 Years","75 Years","400","November 2008","June 2010","TBF-12 (Tinnitus-Beeinträchtigungs-Fragebogen-12 ""Tinnitus Handycap Inventory-12"") total score change from baseline to end of treatment","0","0","0","0","0","0","0","0","0"
"1844","NCT00773240","A Phase III Trial Assessing the Pharmacodynamic Effect and the Tolerability of Grazax Treatment","Grass Pollen Allergy",0,"Grazax","Drug","ALK-Abelló A/S","Industry",0,0,"All","18 Years","65 Years","276","April 2008","October 2008","Pharmacodynamics - Immunological assessments","0","0","0","0","0","0","0","0","0"
"1845","NCT00773279","Efficacy, Safety and Preference Study of a Insulin Pen PDS290 vs. a Novo Nordisk Marketed Insulin Pen in Diabetics","Diabetes",0,"FlexTouch®","Device","Novo Nordisk A/S","Industry",0,0,"All","18 Years","N/A","242","September 2008","June 2009","HbA1c (Glycosylated Haemoglobin) for Participants Treated With PDS290 and FlexPen®","0","0","0","-0.047","Mean Difference (Final Values)","95","0","-0.127","0.032"
"1846","NCT00773747","Study of Vorinostat (MK-0683) an HDAC Inhibitor, or Placebo in Combination With Bortezomib in Patients With Multiple Myeloma (MK-0683-088 AMN)","Multiple Myeloma",0,"vorinostat","Drug","Merck Sharp & Dohme Corp.","Industry",0,0,"All","18 Years","N/A","637","December 2008","September 2011","Duration of progression-free survival (PFS) in participants treated with vorinostat + bortezomib versus placebo + bortezomib","0","0","0","0","0","0","0","0","0"
"1847","NCT00774722","A Randomised Controlled Trial of the Use of Topical Metronidazole (10%) to Reduce Pain After Haemorrhoidectomy","Haemorrhoidectomy",0,"Metronidazole","Drug","S.L.A. Pharma AG","Industry",0,0,"All","18 Years","N/A","59","September 2006","March 2008","The primary objective is to evaluate the efficacy of 10% metronidazole ointment in reducing post-operative pain associated with haemorrhoidectomy as compared to placebo.","0","0","0","0","0","0","0","0","0"
"1848","NCT00774917","Numen Stent Assessment Using OCT Technique in a Single Center Study","Hyperplasia",0,"Numen","Device","International Biomedical Systems S.p.A.","Industry",0,0,"All","18 Years","N/A","60","October 2008","September 2009","The primary endpoint is the assessment of the development of neointimal hyperplasia by OCT in the stented segment at 6-month follow-up.","0","0","0","0","0","0","0","0","0"
"1849","NCT00775242","Efficacy and Safety of Estradiol and Progesterone Microspheres for the Treatment of Climacteric Symptoms.","Menopause",0,"Estradiol and Progesterone","Drug","Centro A.F. de Estudios Tecnologicos, S.A.","Industry",0,0,"Female","40 Years","65 Years","103","April 2007","November 2008","Change of frequency and intensity of vasomotor symptoms","0","0","0","0","0","0","0","0","0"
"1850","NCT00775528","Study Investigating a Delayed-Release Pancrelipase in Patients With Pancreatic Exocrine Insufficiency Due to Cystic Fibrosis","Cystic Fibrosis",0,"Pancrelipase Delayed Release","Drug","Solvay Pharmaceuticals","Industry",0,0,"All","1 Month","6 Years","19","April 2009","June 2009","Number of Patients With at Least One Treatment Emergent Adverse Event (TEAE)","0","0","0","0","0","0","0","0","0"
"1851","NCT00775840","Efficacy of Candesartan on Symptomatic Heart Failure in Treating Diabetic and Hypertensive Patients.","Heart Failure",0,"Candesartan","Drug","Takeda","Industry",0,0,"All","45 Years","N/A","22","January 2008","December 2008","The change from Baseline in N-terminal pro-B-type Natriuretic Peptide biomarker.","0","0","0","0","0","0","0","0","0"
"1852","NCT00776165","Safety and Efficacy Trial of Recombinant Human Granulocyte Colony Stimulating Factor (GCSF)","Chemotherapy-Induced Neutropenia",0,"Recombinant Human GCSF (Shantha Biotechnics Limited)","Biological","Shantha Biotechnics Limited","Industry",0,0,"All","18 Years","N/A","126","October 2007","July 2009","Percentage of patients developing febrile neutropenia (defined as body temperature ≥ 38.2°C or developing a temperature of > 38°C twice in a 12-hour period and absolute neutrophil count < 0.5 x 10e9/L on the same day of the fever or the day after.","0","0","0","0","0","0","0","0","0"
"1853","NCT00776230","Immunogenicity of a Commercial Batch of JEV IC51 up to 24 Months Post Filling","Japanese Encephalitis",0,"IC51","Biological","Valneva Austria GmbH","Industry",0,0,"All","18 Years","N/A","304","September 2008","June 2010","Primary: 1. Geometric Mean Titers (GMT) at Day 56","0","0","0","0","0","0","0","0","0"
"1854","NCT00776919","Trial of Clindamycin / Benzoyl Peroxide Gel in Subjects With Acne","Acne Vulgaris",0,"clindamycin / benzoyl peroxide gel","Drug","Stiefel, a GSK Company","Industry",0,0,"All","12 Years","45 Years","1315","October 2008","September 2009","Number of Participants With Improvement of at Least 2 Grades in the Investigator's Static Global Assessment (ISGA) Score From Baseline to Week 12","<0.001","0","Cochran-Mantel-Haenszel","0","0","0","0","0","0"
"1855","NCT00777023","Study of Gabapentin Extended Release (G-ER)in the Treatment of Vasomotor (Hot Flashes/Hot Flushes) Symptoms in Postmenopausal Women.","Hot Flashes",0,"Gabapentin Extended-Release (G-ER) 1200 mg","Drug","Depomed","Industry",0,0,"Female","18 Years","70 Years","565","October 2008","July 2009","Change From Baseline in Average Daily Frequency of Moderate or Severe Hot Flashes After 4 Weeks of Treatment","0.0024","P value for pairwise test of difference of least square mean change from baseline between G-ER 1200 mg and placebo groups based on F test of type III analysis.","ANCOVA","-1.61","Mean Difference (Net)","97.5","2-Sided","-2.80","-0.42"
"1856","NCT00777153","Cediranib in Combination With Lomustine Chemotherapy in Recurrent Glioblastoma","Recurrent Glioblastoma",0,"Cediranib","Drug","AstraZeneca","Industry",0,0,"All","18 Years","100 Years","423","October 2008","April 2010","Progression Free Survival (PFS)","0","0","0","0","0","0","0","0","0"
"1857","NCT00777556","Emergency Contraception Actual Use Study","Emergency Contraception",0,"DR-104","Drug","Duramed Research","Industry",0,0,"Female","11 Years","16 Years","343","October 2008","December 2010","Percentage of Participants Who Appropriately Self-selected DR-104 (Plan B® 1.5) When Dispensed Under Simulated Over-the-counter (OTC) Conditions","0","0","0","0","0","0","0","0","0"
"1858","NCT00777803","NT 201 (Xeomin®/Bocouture®) in Comparison With Clostridium Botulinum Toxin Type A in the Treatment of Glabellar Frown Lines","Glabellar Frown Lines",0,"NT 201 (IncobotulinumtoxinA (Xeomin®/Bocouture®))","Drug","Merz Pharmaceuticals GmbH","Industry",0,0,"Female","18 Years","50 Years","381","November 2008","April 2009","Responder by Independent Rater's Assessment at Maximum Frown at Week 4","0","0","0","0.7","difference of response rates","95","2-Sided","-3.2","7.1"
"1859","NCT00777946","Study to Evaluate the Efficacy and Safety of Combination Aliskiren/Amlodipine in Patients Not Adequately Responding to Aliskiren Alone","Hypertension",0,"Aliskiren 300 mg","Drug","Novartis","Industry",0,0,"All","18 Years","N/A","818","October 2008","May 2009","Change From Baseline to End of Study in the Mean Sitting Diastolic Blood Pressure (msDBP)","0","0","0","0","0","0","0","0","0"
"1860","NCT00778609","Effect of a New Oral Contraceptive Pill on Hormone Related Symptoms Such as Pelvic Pain and Headache","Oral Contraceptive",0,"EV/DNG (Qlaira, BAY86-5027)","Drug","Bayer","Industry",0,0,"Female","18 Years","50 Years","449","December 2008","December 2010","To compare SH T00658ID (Qlaira) to Microgynon with regard to changes in frequency and intensity of the hormone withdrawal associated symptoms headache and pelvic pain on cycle days 22-28 combined into a single endpoint","0","0","0","0","0","0","0","0","0"
"1861","NCT00778843","Antioxidant and Immunomodulator Properties of Viusid in Patients With Chronic Hepatitis C","Chronic Hepatitis C",0,"Viusid","Dietary Supplement","Catalysis SL","Industry",0,0,"All","18 Years","65 Years","60","October 2008","May 2009","The improvement of serum parameters related to oxidative stress (SOD, AT, MDA, MDA/HNE, GPx, GR, AOP, MPO, PAOP, GSH) at 24 weeks (end of the treatment).","0","0","0","0","0","0","0","0","0"
"1862","NCT00778921","Study to Evaluate the Efficacy and Safety of Combination Aliskiren/Amlodipine in Patients With Hypertension Not Adequately Responding to Amlodipine Alone","Hypertension",0,"Amlodipine 10 mg","Drug","Novartis","Industry",0,0,"All","18 Years","N/A","847","October 2008","June 2009","Change in Mean Sitting Diastolic Blood Pressure (msDBP) From Baseline to End of Study","0","0","0","0","0","0","0","0","0"
"1863","NCT00779103","Histrelin Subcutaneous Implant in Children With Central Precocious Puberty","Central Precocious Puberty",0,"Histrelin Subcutaneous Implant","Drug","Endo Pharmaceuticals","Industry",0,0,"All","2 Years","10 Years","36","September 2004","August 2011","LH suppression following stimulation with a GnRH analog (leuprolide acetate)","0","0","0","0","0","0","0","0","0"
"1864","NCT00780416","Efficacy and Safety of MP-424/Peginterferon Alfa-2b/Ribavirin Combination in Treatment-Naïve Patients With Chronic Hepatitis C","Hepatitis C",0,"MP-424","Drug","Mitsubishi Tanabe Pharma Corporation","Industry",0,0,"All","20 Years","65 Years","189","November 2008","August 2010","The Percentage of Subjects Achieving Undetectable Hepatitis C Virus (HCV) Ribonucleic Acid (RNA) at 24 Weeks After Completion of Drug Administration (SVR, Sustained Viral Response)","0","0","0","0","0","0","0","0","0"
"1865","NCT00780507","Fecal Biomarker Study for Patients With Ulcerative Colitis","Ulcerative Colitis",0,NA,NA,"Warner Chilcott","Industry",0,0,"All","18 Years","N/A","89","August 2007","July 2009","Compare the fecal biomarker calprotectin between the UC patients who relapse (flare) and the UC patients who remain in remission throughout the study while on Asacol regardless of the maintenance regimen.","0","0","0","0","0","0","0","0","0"
"1866","NCT00780910","Efficacy and Safety of MP-424, Peginterferon Alfa-2b, and Ribavirin in Patients With Chronic Hepatitis C Who Relapsed After Previous Interferon Based Therapy","Chronic Hepatitis C",0,"MP-424","Drug","Mitsubishi Tanabe Pharma Corporation","Industry",0,0,"All","20 Years","65 Years","109","November 2008","October 2010","The Percentage of Subjects Achieving Undetectable Hepatitis C Virus (HCV) Ribonucleic Acid (RNA) at 24 Weeks After Completion of Drug Administration (SVR, Sustained Viral Response)","0","0","0","0","0","0","0","0","0"
"1867","NCT00781274","Efficacy and Safety of MP-424, Peginterferon Alfa-2b and Ribavirin in Chronic Hepatitis C Who Have Not Achieved an Undetectable HCV RNA Level With Previous Interferon Based Therapy","Hepatitis C",0,"MP-424","Drug","Mitsubishi Tanabe Pharma Corporation","Industry",0,0,"All","20 Years","65 Years","32","December 2008","July 2010","The Percentage of Subjects Achieving Undetectable Hepatitis C Virus (HCV) Ribonucleic Acid (RNA) at 24 Weeks After Completion of Drug Administration (SVR, Sustained Viral Response)","0","0","0","0","0","0","0","0","0"
"1868","NCT00781820","Comparative Efficacy of Bifonazole Cream vs Placebo After Nail Ablation With Urea Paste","Onychomycosis",0,"Bifonazole cream 1%","Drug","Bayer","Industry",0,0,"All","18 Years","N/A","693","October 2008","January 2010","Overall cure rate comprising clinical cure and mycological cure microscopy + culture negative","0","0","0","0","0","0","0","0","0"
"1869","NCT00781859","Trial of Microplasmin Intravitreal Injection for Non-surgical Treatment of Focal Vitreomacular Adhesion. The MIVI-TRUST (TG-MV-006) Trial.","Vitreomacular Adhesion",0,"125 µg Ocriplasmin","Drug","ThromboGenics","Industry",0,0,"All","18 Years","N/A","326","December 2008","March 2010","Proportion of Subjects With Nonsurgical Resolution of Focal Vitreomacular Adhesion at Day 28.","0.003","comparing placebo and ocriplasmin","Fisher Exact","2.56","Odds Ratio (OR)","95","2-Sided","1.32","5.24"
"1870","NCT00781937","Comparison of Liraglutide Versus Placebo in Weight Loss Maintenance in Obese Subjects: SCALE - Maintenance","Metabolism and Nutrition Disorder",0,"liraglutide","Drug","Novo Nordisk A/S","Industry",0,0,"All","18 Years","N/A","422","October 30, 2008","September 1, 2010","Mean Percentage Change in Fasting Body Weight From Baseline","<0.0001","Two sided, conducted at a 5% significance level","ANCOVA","-6.06","Treatment Contrast","95","0","-7.50","-4.62"
"1871","NCT00782184","Ezetimibe/Simvastatin (10 mg/40 mg) vs. the Doubling of Atorvastatin in High Risk Participants (MK-0653A-134 AM1)(COMPLETED)","Hypercholesterolemia",0,"ezetimibe/simvastatin 10/40","Drug","Merck Sharp & Dohme Corp.","Industry",0,0,"All","18 Years","79 Years","250","November 2008","September 2010","Percent Change From Baseline in Low Density Lipoprotein (LDL)-C","<0.001","0","Regression, Logistic","8.4","Odds Ratio (OR)","95","2-Sided","3.4","21.0"
"1872","NCT00782340","A Clinical Study for Patients With Neurogenic Orthostatic Hypotension (NOH) Using Droxidopa","Symptomatic Neurogenic Orthostatic Hypotension (NOH)",0,"Placebo","Drug","Chelsea Therapeutics","Industry",0,0,"All","18 Years","N/A","263","September 2008","September 2010","Change in Orthostatic Hypotension Questionnaire Score (OHQ)","0.003","Statistical analysis plan involved a hierarchical assessment of secondary endpoints to prevent inflation of type I errors.","ANCOVA","0","0","0","0","0","0"
"1873","NCT00782431","Immunogenicity and Safety Study of an Inactivated Influenza Vaccine (Split Virus, Vero Cell Derived) in Adults Aged 50 Years and Older","Influenza",0,"Vero cell derived, trivalent, seasonal influenza vaccine","Biological","Nanotherapeutics, Inc.","Industry",0,0,"All","50 Years","N/A","3195","November 2008","December 2008","Seroconversion at Day 21 after vaccination","0","0","0","0","0","0","0","0","0"
"1874","NCT00782769","A Safety Extension Study of DR-OXY-301","Overactive Bladder",0,"Oxybutinyn Vaginal Ring 4mg","Drug","Duramed Research","Industry",0,0,"Female","18 Years","N/A","240","September 2008","July 2010","Safety, by investigating post void residual volume, physical exams, vital signs, and clinical laboratory values. The outcome of any pregnancy will be followed and reported","0","0","0","0","0","0","0","0","0"
"1875","NCT00783198","Efficacy and Long-Term Safety of Ragweed (Ambrosia Artemisiifolia) Sublingual Tablet in Adults With a History of Ragweed-Induced Rhinoconjunctivitis With or Without Asthma (Study P05233)(COMPLETED)","Rhinitis; Allergic, With Asthma",0,"SCH 39641 6 Amb a 1-U","Biological","ALK-Abelló A/S","Industry",0,0,"All","18 Years","50 Years","565","September 2009","May 2011","Combined (Sum of) Rhinoconjunctivitis Daily Symptom Score (DSS) and Daily Medication Score (DMS) Averaged Over the Peak Ragweed Season (RS)","0.0039","0","ANOVA","-1.76","Mean Difference (Final Values)","95","2-Sided","-2.95","-0.57"
